ID;Fecha;CUEST_ID;Estado;P0;P0_ccaa;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10R1;P10R2;P10R3;P10R4;P10R5;P10R6;P10R7;P10R8;P10R9;P10R10;P10R11;P10R12;P10R13;P10R99;P11R1;P11R2;P11R3;P11R4;P11R5;P11R6;P11R7;P11R8;P11R9;P11R10;P11R11;P11R12;P11R13;P11R99;P12;P13;P14_20P14;P14_20P15;P14_20P16;P14_20P17;P14_20P18;P14_20P19;P14_20P20;P21;P22R1;P22R2;P22R3;P22R4;P22R5;P22R6;P22R7;P22R9;P23;P24;P25;P26;P27;P28;P29;P30;P31;P32;P33;P34;P35;P36;P37;P38R1;P38R2;P38R3;P38R4;P38R5;P38R6;P38R7;P38R8;P38R9;P39;P40;P41_55P41;P41_55P42;P41_55P43;P41_55P44;P41_55P45;P41_55P46;P41_55P47;P41_55P48;P41_55P49;P41_55P50;P41_55P51;P41_55P52;P41_55P53;P41_55P54;P41_55P55;P56;P57R1;P57R2;P57R3;P57R4;P57R5;P57R9;P58;P59R1;P59R2;P59R3;P59R4;P59R5;P59R6;P59R7;P59R9;P60R1;P60R2;P60R3;P60R4;P60R5;P60R6;P60R7;P60R8;P60R9;P60R10;P60R11;P60R12;P61;P62_68P62;P62_68P63;P62_68P64;P62_68P65;P62_68P66;P62_68P67;P62_68P68;P69_75P69;P69_75P70;P69_75P71;P69_75P72;P69_75P73;P69_75P74;P69_75P75;P76;P77;P78;P79;P80;P81;P82_90P82;P82_90P83;P82_90P84;P82_90P85;P82_90P86;P82_90P87;P82_90P88;P82_90P89;P82_90P90;P91_95P91;P91_95P92;P91_95P93;P91_95P94;P91_95P95;P96_100P96;P96_100P97;P96_100P98;P96_100P99;P96_100P100;P101_103P101;P101_103P102;P101_103P103;P104;P105_111P105;P105_111P106;P105_111P107;P105_111P108;P105_111P109;P105_111P110;P105_111P111;P105_111P112;REC_depender;REC_trabajar;REC_paro;REC_poderadquisitivo;REC_menoshobbies;REC_recortebasico;REC_estadoanimico;PONDE;TODES;P1_EDAD;P2_SEXO;P3_ESTUDIOS;P4_ACTIVIDAD;P6_CLASESOCIAL;P8_IDEOLOGIA;P9_RELIGION;REC_vacaciones;REC_ahorrar;REC_gastosimprevistos;REC_caprichos;REC_temperatura;REC_ordenador;REC_facturas;carencia;CarenciaMaterial;P7rec;P56rec1;P56rec2;P80rec1;P80rec2;P81rec1;P81rec2;P81rec3;P41;P42;P43;P44;P45;P46;P47;P48;P49;P50;P51;P52;P53;P54;P55;P41_P55;VAR00001;VAR00002;VAR00003;VAR00004;P41_P55rec
a1af9bbb-40de-bde6-de8b-af840cbc0924;2023-02-01 16:03:08;4550819;FINALIZADO;33;Región de Murcia;29;2;3;1;2;3;4;4;4; ;2;3; ; ; ; ; ; ; ; ;12; ; ; ; ;3; ; ; ;7; ; ;10; ; ; ; ;3;2;6;8;9;8;8;8;9; ; ;2;3; ; ; ; ; ;2;2;3;3;2;2;2;3;2;3;4;2;3;2;3; ;2;3; ; ; ; ; ; ;2;1;5;6;7;10;8;7;9;7;7;8;9;9;9;2;4;2; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;7;8;9; ; ; ;1;10;9;9;8;10;7;10;9;9;9;9;8;9;8;4;1;2;2;2;1;2;0;3;1;0;2;0;3;2;2;2;1;2;4;1;1;1;3;1;2;2;7;1;1;1;1;1;1;1;1;1;2;3;3;3;3;3;3;1,278846154;0;3;1;1;1;2;2;2;1;1;1;1;1;1;1;0;1;1;0;2;2;2;1;1;1;2;2;3;3;3;3;3;3;3;3;3;3;3;1;2;11; ; ; ; ;4
bcd0b595-17e3-9351-a1a5-81fbcaa08e7a;2023-02-01 15:59:26;4550821;FINALIZADO;37;Canarias;26;1;2;1;2;2;3;8;3; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2;2;6;0;3;5;8;8;2; ; ;2; ; ; ; ; ; ;3;3;2;1;3;2;2;2;3;3;3;3;2;3;2; ; ;3; ; ; ; ; ; ;2;4;2;9;3;2;8;2;4;3;7;10;4;7;9;6;3;3; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;2;6;4;6;10;2;5;3;6;7;9;8;8;8;3;8;1;1;4;3;4;4;9;6;2;1;2;5;7;4;8;4;4;5;8;1;3;1;3;1;0;4;0;1;1;2;1;2;1;1;1;99;2;1;1;2;3;3;1;1,278846154;0;3;2;1;1;1;3;1;1; ;1; ;1;1; ;2;2;2;0;3;3;3;0;3;4;1;3;1;1;3;1;2;1;3;3;2;3;3;2;1;6; ; ; ; ;4
94ecf779-9286-d1c6-9d49-c3c757df399e;2023-02-01 16:09:41;4550822;FINALIZADO;9;Castilla y León;23;1;3;3;1;4;2;10;8; ;2; ; ;5; ;7; ; ; ; ; ; ; ; ; ; ; ;5; ;7; ; ; ; ;12; ; ;2;3;3;10;9;9;9;7;9;1;1; ;3; ; ; ; ; ;3;3;2;2;3;2;4;4;2;3;1;3;1;4; ; ; ; ; ; ; ; ; ; ;2;2;10;9;10;10;9;7;9;0;8;9;6;6;9;8;9;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;4;8;3;7;9;4;4;4;8;4;7;5;10;6;8;1;1;1;4;1;0;5;9;10;0;0;10;6;0;4;4;4;3;7;3;3;3;5;3;7;4;3;3;2;2;2;1;1;1;1;2;1;3;3;3;3;3;3;1,278846154;0;2;2;1;3;3;3;3; ; ; ;1;1;1; ;4;2;2;0;2;3;3;1;1;1;3;3;3;3;3;3;3;1;3;3;2;2;3;3;3;12; ; ; ; ;4
ced296a6-f033-b2cc-a396-a2f9d814a242;2023-02-01 16:22:24;4550823;FINALIZADO;30;C. Madrid;28;1;6;1;4;3;4;2;1;1; ; ; ; ; ; ;8;9; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ;11;12; ; ;1;2;5;3;5;4;5;5;3; ; ;2; ; ; ; ; ; ;1;1;2;2;2;2;2;3;2;2;4;2;3;3;2; ; ; ;4; ;6; ; ; ;2;2;6;6;3;7;9;7;9;6;7;4;5;4;6;5;5;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;2;9;3;6;3;7;5;8;8;7;8;7;9;7;7;7;2;2;2;2;1;0;4;3;5;0;3;0;7;0;9;8;8;8;8;1;1;1;3;2;9;4;9;3;2;2;1;1;1;1;1;1;2;1;2;2;2;2;1;,738028169;0;3;2;3;1;2;1;1; ; ;1;1;1;1;1;2;2;1;0;2;2;2;1;1;1;2;2;1;3;3;3;3;2;3;2;2;2;2;2;2;5; ; ; ; ;3
a1350a3a-800c-2e0a-440a-3e1ee3e8ddde;2023-02-01 16:01:35;4550824;FINALIZADO;30;C. Madrid;24;1;4;4;4;2;5;7;7; ; ;3;4; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ;11;12; ; ;2;3;7;9;8;8;9;9;8; ;1; ; ;4; ; ; ; ;3;3;3;3;2;3;6;5;3;2;4;2;2;3;9; ; ; ;4; ; ;7; ; ;3;2;9;6;7;6;8;8;8;10;9;7;9;8;8;6;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ;2;7;8;9;9;8;9;8;8;8;6;7;7;9;4;8;3;4;3;4;1;8;8;10;8;7;9;7;8;10;2;2;5;3;7;1;1;1;5;1;6;10;7;6;2;1;1;1;1;2;2;1;3;3;3;3;3;3;3;1,018018018;0;2;2;2;2;1;3;3; ;1;1;1;1; ;1;3;2;1;1;1;3;3;1;1;1;3;2;3;2;3;3;3;3;3;3;3;3;3;2;2;11; ; ; ; ;4
2f6d6b8f-010e-4f68-1cbf-5f464c2e4a6b;2023-02-01 16:22:53;4550826;FINALIZADO;48;C. Valenciana;28;1;7;1;4;3;4;3;1; ; ; ;4; ; ;7; ;9; ; ; ; ; ; ; ; ; ;5;6; ;8; ; ; ; ; ; ;2;2;5;3;5;6;4;7;3; ; ; ;3; ;5; ; ; ;1;2;2;2;2;2;2;3;2;1;5;2;3;3;2; ; ;3; ; ; ; ; ; ;2;2;8;4;7;7;7;8;4;7;5;4;5;6;7;7;5;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;3;8;2;5;8;5;6;8;8;7;8;6;6;6;7;6;2;3;2;2;1;0;2;0;7;0;3;0;7;2;5;9;8;6;9;1;1;1;2;3;8;7;7;3;1;1;1;1;1;1;99;1;2;1;2;2;2;3;1;,738028169;0;3;2;3;1;2;1;1;1;1;1;1;1;1;1;0;1;1;0;2;2;2;1;1;1;3;2;3;3;3;3;2;3;2;2;2;2;3;3;2;8; ; ; ; ;4
9246cfeb-005d-eab8-37db-fb6d4d989b0f;2023-02-01 16:06:10;4550827;FINALIZADO;20;Andalucía;21;2;4;4;4;3;5;7;9; ;2; ; ; ; ; ;8; ;10; ; ; ; ; ; ;3;4; ; ; ;8; ; ; ; ; ; ;2;2;9;9;7;8;9;8;8; ;1;2; ; ; ; ; ; ;3;3;1;3;3;2;1;3;2;2;3;2;2;4; ; ; ; ; ; ; ; ; ; ;2;2;10;9;10;8;9;8;9;9;2;8;9;9;10;8;10;5; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;10;10;9;6;10;8;3;7;3;7;9;4;2;7;7;2;2;2;5;9;0;4;0;0;0;3;0;0;0;0;8;5;4;6;1;1;1;1;1;10;10;10;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;1,018018018;0;2;1;2;2;2;3;3;1;1;1;1;1;1;1;0;1;2;0;4;4;4; ; ; ;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;14; ; ; ; ;4
2d263248-1897-1777-5778-060d7eb132d7;2023-02-01 16:04:12;4550828;FINALIZADO;30;C. Madrid;25;1;7;1;3;2;4;6;6; ; ;3;4; ; ; ; ; ;10; ; ; ; ;1;2; ; ; ; ; ; ; ;10; ; ; ; ;3;2;6;8;8;7;7;8;7; ;1;2; ; ; ; ; ; ;1;2;2;3;2;3;4;4;3;2;4;2;3;3;1; ;2;3; ; ; ; ; ; ;3;2;2;0;3;0;0;2;2;2;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;9;9;8;8;8;8;9;9;10;9;8;9;8;8;9;2;2;1;1;1;0;0;1;0;0;0;0;2;0;1;2;2;3;3;2;1;1;2;2;0;0;0;3;1;1;1;1;1;1;2;1;2;3;3;3;3;3;3;,738028169;0;3;2;3;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0; ; ; ; ;1
ce05d377-4d08-f892-7447-e72ebf59dfe8;2023-02-01 16:25:19;4550830;FINALIZADO;48;C. Valenciana;28;1;6;1;4;3;4;1;2;1; ; ; ; ; ; ; ; ;10; ;12; ; ; ;2;3; ; ; ; ;8; ; ; ; ; ; ;1;2;5;4;2;5;5;5;5; ; ;2;3; ; ; ; ; ;1;1;2;2;2;2;2;2;2;2;5;2;3;2;2; ;2; ; ; ; ; ; ; ;2;2;3;3;7;5;6;5;8;5;4;5;4;5;6;6;6;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;6;5;3;6;4;6;5;5;6;5;5;4;6;7;7;2;2;2;1;1;0;0;0;4;0;3;0;8;1;9;9;8;7;8;1;1;1;3;3;7;10;7;3;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;,738028169;0;3;2;3;1;2;1;1;1;1;1;1;1;1;1;0;1;1;0;2;1;1;1;1;1;1;1;3;2;2;2;3;2;2;2;2;2;2;2;2;2; ; ; ; ;3
089bfc80-c9b6-d12f-eab0-c8b0d3d85a71;2023-02-01 16:43:20;4550832;FINALIZADO;40;Castilla y León;27;1;8;2;4;3;4;3;4; ; ;3; ; ; ;7;8; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2;3;5;8;5;5;7;7;8; ;1;2; ; ; ; ; ; ;2;2;1;3;2;3;5;6;2;2;4;2;3;2;2; ;2;3; ; ; ; ; ; ;2;1;2;1;1;5;3;0;2;1;0;7;6;4;2;3;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;9;9;7;5;9;9;8;8;7;8;7;7;7;7;7;1;2;2;1;1;5;1;2;2;0;0;0;3;0;9;5;10;10;8;1;1;1;1;1;10;10;9;4;1;1;1;1;1;99;1;99;2;3;2;2;3;3;3;,738028169;0;3;2;3;3;2;1;2;1;1;1;1;1; ; ;0;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;2;2;1;1;3;2; ; ; ; ;3
11531942-3f4f-1744-2272-2d78152474ab;2023-02-01 16:02:06;4550836;FINALIZADO;51;Castilla y León;22;2;7;4;1;4;2;3;3;1; ; ; ; ; ;7; ; ; ; ;12; ; ; ; ; ; ;5; ;7; ; ; ;11; ; ; ;2;1;8;6;6;4;9;8;8;3; ; ; ;4; ;6; ; ;3;3;3;2;2;2;3;2;2;3;2;2;2;2;3; ; ; ; ;5; ;7; ; ;2;3;8;2;6;4;8;2;7;3;7;9;8;7;6;7;8;3; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4; ;6; ; ; ; ; ; ;2;9;8;8;7;9;4;6;9;9;6;9;9;4;8;7;4;2;2;3;3;6;4;7;4;6;8;9;7;5;8;5;7;9;6;1;1;1;3;1;3;6;7;1;1;1;1;1;1;1;1;1;3;2;2;2;3;3;3;,738028169;0;2;1;3;2;3;1;1;1;1;1;1;1;1;1;0;1;1;0;3;3;3;0;3;3;3;1;2;2;3;1;3;1;3;3;3;3;2;3;3;9; ; ; ; ;4
df9959a4-ffd1-56fc-e894-6db23522a44c;2023-02-01 16:04:38;4550837;FINALIZADO;30;C. Madrid;22;2;7;1;4;4;3;6;6; ; ; ; ; ;6;7; ; ;10; ; ; ; ;1; ;3; ; ; ; ; ; ;10; ; ; ; ;2;3;9;7;8;10;9;9;8; ; ;2;3; ; ; ; ; ;1;3;3;3;2;2;3;6;2;3;2;3;2;2;2; ; ;3; ; ; ; ; ; ;2;1;9;8;8;10;7;8;10;7;9;8;9;9;8;7;8;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;6;8;4;7;6;8;7;5;6;5;4;4;5;4;6;1;2;4;5;4;9;9;9;8;9;10;8;9;8;9;10;5;8;10;1;1;1;1;1;8;5;9;1;2;1;2;1;1;1;2;2;3;3;3;3;3;3;3;,738028169;0;2;1;3;1;3;2;2; ;1; ;1;1;1; ;4;2;1;0;3;4;4;0;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;15; ; ; ; ;4
e9c097a9-9d1c-b2cc-b199-a3ebc8ca3037;2023-02-01 16:07:36;4550838;FINALIZADO;42;Andalucía;22;2;4;2;9;4;2;5;8;1; ;3; ; ;6; ; ; ; ; ; ; ; ; ; ;3;4; ;6; ; ; ; ; ; ; ; ;3;3;4;10;3;5;10;7;7;2;1;2; ; ; ; ; ; ;2;1;2;3;2;2;5;3;2;3;3;2;2;2;1; ;2;3; ; ; ; ; ; ;3;2;0;9;3;4;5;3;0;0;5;5;5;10;10;0;8;2; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;9;0;5;8;5;4;1;10;8;9;5;9;6;5;8;1;1;1;2;1;0;0;0;0;0;0;0;0;0;10;10;10;10;10;1;1;1;3;2;10;10;10;3;1;1;1;1;1;1;1;1;2;3;1;2;3;3;3;1,018018018;0;2;1;2;3;3;2;3;1;1;1;1;1;1;1;0;1;1;0;2;2;2;1;1;1;1;3;1;2;2;1;1;1;2;2;2;3;3;1;3;4; ; ; ; ;3
fa02c8a5-5e74-c5e9-7395-fc29245df43b;2023-02-01 16:09:15;4550839;FINALIZADO;25;Islas Baleares;24;2;7;2;2;2;3;3;1; ; ;3;4; ; ;7; ; ; ; ; ; ; ; ;2;3; ;5; ; ; ; ; ; ; ; ; ;2;1;3;8;6;6;7;2;6; ;1;2; ; ; ; ; ; ;1;2;2;3;1;3;5;4;3;3;3;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2;7;6;2;6;7;5;6;5;4;7;5;7;5;4;8;2; ; ; ; ;5; ;2; ; ; ; ;5; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;3;6;4;2;7;6;2;4;8;7;7;5;4;5;6;7;1;2;1;3;1;0;3;4;7;2;2;0;1;0;5;8;9;8;8;6;6;6;4;1;10;7;10;3;1;2;1;1;1;1;1;1;1;3;2;2;3;1;2;,738028169;0;2;1;3;3;1;1;1;1; ;1;1;1;1;1;1;1;1;0;2;3;3;1;1;1;3;2;1;2;3;2;2;2;2;3;2;3;2;2;3;5; ; ; ; ;3
9f58a327-30b2-ac7a-2917-9773765363b8;2023-02-01 16:17:27;4550840;FINALIZADO;31;Andalucía;27;1;3;6;3;3;2;3;0; ; ; ; ; ; ;7; ; ;10;11; ; ; ;1; ; ; ; ;6; ;8; ; ; ; ; ; ;9;2;8;10;8;2;8;3;5;1;1;2; ; ; ; ; ; ;4;3;2;99;4;2;9;5;2;4;4;3;2;2;1;1; ; ; ;5; ; ; ; ;1;1;8;8;9;10;8;10;10;8;2;8;8;7;7;0;9;5; ; ; ; ;5; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;7;5;9;1;9;10;1;3;1;6;6;0;0;3;1;4;9;9;4;3;0;0;0;0;0;0;0;0;0;10;8;9;8;6;6;6;6;1;1;0;2;1;6;2;99;2;2;1;2;1;2;3;3;3;1;3;1;2;1,278846154;0;3;2;1;4;2;1;1; ; ; ; ;1; ; ;5;3;3;0;4;3;3;0;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;1;3;13; ; ; ; ;4
1466b970-301a-ab1d-1740-8d4df514aa90;2023-02-01 16:07:06;4550842;FINALIZADO;39;La Rioja;19;2;4;4;1;3;2;3;5; ;2;3; ;5; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ;8; ; ; ; ; ; ;2;9;7;8;8;8;7;7;8;3;1;2; ; ; ; ; ; ;4;3;1;2;2;3;1;6;2;3;2;2;3;2;1; ;2;3; ; ; ; ; ; ;2;1;5;3;5;3;5;6;6;3;6;4;1;1;4;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;6;5;5;5;6;8;0;8;7;8;8;99;6;6;7;1;1;1;1;1;0;4;2;1;1;3;0;6;3;7;7;8;8;8;1;1;1;1;1;8;8;8;1;1;1;1;2;1;1;1;1;3;3;3;3;3;3;3;1,018018018;0;1;1;2;2;2;1;2;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;2;1;2;2;1;1;2;1;1;0; ; ; ; ;1
3ccb6751-2f16-6bcc-ba61-53e09d3974ce;2023-02-01 16:09:47;4550843;FINALIZADO;33;Región de Murcia;27;1;6;1;2;2;4;7;9; ; ;3; ;5; ;7; ; ; ; ; ; ; ; ; ; ;4;5; ; ; ;9; ; ; ; ; ;1;1;3;2;2;3;8;9;6; ; ;2; ;4; ; ; ; ;1;2;2;2;3;2;1;6;2;2;4;2;3;4; ; ; ; ; ; ; ; ; ; ;2;2;4;3;7;6;8;3;8;6;7;7;2;1;4;0;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;7;4;6;3;7;8;3;10;9;9;9;10;10;8;9;2;2;2;1;1;0;1;0;0;0;1;0;5;1;0;0;1;1;1;3;1;1;3;1;5;0;2;3;1;1;1;1;1;1;1;1;1;1;1;1;3;3;2;,738028169;0;3;2;3;1;1;3;3;1;1;1;1;1;1;1;0;1;2;1;1;1;1;1;1;1;2;1;3;2;3;1;3;2;3;3;1;1;2;1;1;5; ; ; ; ;3
b8590f1c-405f-02c6-282c-3b72ce3e6dfe;2023-02-01 16:10:02;4550845;FINALIZADO;16;Andalucía;19;1;4;4;3;3;2;8;10; ; ; ; ; ;6; ; ; ; ;11; ; ; ; ; ; ; ; ;6; ;8; ; ; ; ; ; ;1;1;10;5;7;6;7;7;5;3;1; ;3; ; ; ; ; ;4;1;2;2;2;3;6;5;4;3;4;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;3;3;2;0;5;5;7;5;2;4;0;0;2;0;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;7;5;5;6;7;5;2;10;8;10;10;10;7;10;9;2;1;1;2;1;0;0;0;0;0;0;0;0;0;6;0;6;3;7;1;1;1;1;1;0;1;3;5;1;1;1;1;1;1;1;1;3;2;3;2;3;3;2;1,018018018;0;1;2;2;2;2;3;3;1;1;1;1;1;1;1;0;1;1;1;1;2;2;1;1;1;1;1;1;1;2;2;3;2;1;2;1;1;1;1;1;1; ; ; ; ;2
963ee918-1595-fadc-4f28-dd15a2ba44fd;2023-02-01 16:04:28;4550846;FINALIZADO;3;C. Valenciana;23;1;1;1;4;2;1;8;5; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ;1;1;10;10;9;9;10;10;10; ; ; ;3; ; ; ; ; ;2;2;1;1;1;1;2;1;1;1;2;1;1;1;1; ; ; ; ;5; ; ; ; ;1;1;10;10;10;10;10;10;10;10;10;10;9;10;10;10;9;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ;1;10;10;9;5;8;4;10;10;10;10;10;10;10;10;9;1;2;1;2;2;10;10;10;0;10;10;9;10;10;10;9;10;10;10;1;1;1;2;2;0;0;0;1;1;2;1;1;2;2;2;1;3;3;3;3;3;3;3;1,278846154;0;2;2;1;1;1;3;2;1; ;1;1; ; ;1;4;2;1;0;2;2;2;0;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;15; ; ; ; ;4
f4be63c1-56fa-7007-cff1-5795bc160520;2023-02-01 16:17:32;4550847;FINALIZADO;21;C. La Mancha;27;2;8;1;2;2;1;4;1; ; ; ; ;5; ; ;8; ; ; ; ; ; ;1;2; ;4; ; ; ; ; ; ; ; ; ; ;2;3;6;8;6;6;8;8;7; ;1;2; ; ; ; ; ; ;1;1;2;3;2;3;5;4;3;3;4;2;3;2;2; ;2; ; ; ; ; ; ; ;4;2;7;7;2;3;8;8;7;5;6;8;6;7;4;3;2;3; ; ; ; ;5; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;7;4;4;4;7;6;4;8;8;8;7;9;6;7;6;2;2;1;3;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;1;1;1;1;1;0;0;0;4;1;2;2;1;2;1;1;1;2;3;2;2;3;3;3;,738028169;0;3;1;3;1;1;2;1;1; ; ;1; ;1;1;3;2;1;0;3;3;3;1;1;1;3;3;1;1;3;3;3;2;2;3;2;3;2;1;1;7; ; ; ; ;4
4f6f2b05-3a6a-22bb-1e35-1f448568a79b;2023-02-01 16:24:50;4550848;FINALIZADO;27;Castilla y León;26;2;3;8;2;5;5;99;7; ; ;3;4;5; ; ; ; ; ; ; ; ; ; ; ;3;4;5; ; ; ; ; ; ; ; ; ;2;3;9;9;9;9;9;8;9; ;1;2; ; ; ; ; ; ;4;4;3;3;2;3;4;6;3;3;1;2;2;2;1;1;2; ; ; ; ; ; ; ;4;3;5;2;5;5;5;5;5;5;0;4;5;0;5;0;6;3; ; ; ; ;5; ;5; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;5;10;5;5;10;4;0;0;5;5;5;5;0;4;5;5;3;4;2;2;0;0;0;0;0;0;0;0;0;0;0;9;9;0;1;1;1;2;1;8;9;5;3;2;2;2;2;1;1;1;2;3;3;3;3;3;3;3;1,278846154;0;3;1;1;5;3;9;3; ; ; ; ;1;1; ;5;3;1;0;3;2;2;0;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;1;2;0; ; ; ; ;1
4a3bdf79-63f0-d044-4a49-eb1007fcf0e7;2023-02-01 16:08:05;4550849;FINALIZADO;30;C. Madrid;26;1;7;2;5;3;1;0;7; ; ;3;4; ;6; ; ; ; ; ; ; ; ; ; ;3;4; ; ; ;8; ; ; ; ; ; ;1;2;7;8;8;3;10;5;1; ;1;2; ; ; ; ; ; ;2;2;2;1;1;3;6;6;2;1;5;1;3;4; ; ; ; ; ; ; ; ; ; ;2;1;3;5;10;8;4;4;3;7;7;8;7;6;6;6;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;10;9;9;8;4;10;8;10;10;10;10;7;2;4;7;2;1;1;3;1;2;10;9;4;0;5;0;9;7;0;0;0;0;0;1;1;1;5;2;0;10;8;5;1;1;2;2;1;2;1;1;3;3;3;1;3;2;1;,738028169;0;3;2;3;3;2;1;3;1;1; ; ;1; ;1;3;2;1;1;1;3;3;1;1;1;1;2;3;3;2;2;1;3;3;3;3;2;2;2;2;6; ; ; ; ;4
0d71c51b-a05a-c86d-002b-f15ab7b53dfe;2023-02-01 16:11:45;4550850;FINALIZADO;42;Andalucía;25;2;6;5;2;3;2;1;0;1;2; ; ; ; ; ;8; ; ; ; ; ; ;1; ;3; ; ; ;7; ; ; ; ; ; ; ;2;2;5;10;8;9;9;8;9;1;1;2; ; ; ; ; ; ;3;3;2;3;3;2;4;5;1;3;5;2;3;1;4; ;2; ; ; ; ; ;8; ;3;1;6;6;6;6;9;9;7;7;6;4;6;7;9;0;9;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;8;1;3;0;9;9;0;99;7;9;7;10;4;6;8;1;2;2;2;2;2;1;0;4;0;0;0;2;5;0;10;10;9;7;1;2;1;1;1;99;0;0;6;1;99;1;2;1;1;2;1;2;3;3;3;3;3;3;,738028169;0;3;1;3;4;2;1;1;1; ;1; ;1;1;1;2;2;2;0;2;2;2;0;2;2;2;2;2;2;3;3;3;3;2;2;2;3;3;1;3;7; ; ; ; ;4
16bb94f2-5734-988c-cac2-a09004341d16;2023-02-01 16:01:47;4550851;FINALIZADO;47;C. La Mancha;28;2;8;1;2;3;3;5;3; ; ; ;4; ;6; ; ; ; ; ;12; ; ; ; ; ; ; ; ;7; ;9; ; ;12; ; ;1;2;4;3;8;8;6;2;5; ; ;2;3; ; ; ; ; ;2;2;3;1;3;2;4;2;2;3;2;2;3;2;2; ; ; ; ;5; ; ; ; ;2;4;5;8;6;3;8;4;8;5;8;5;8;3;7;4;8;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;1;6;3;7;3;8;8;9;8;5;9;6;5;4;7;4;2;3;3;4;2;4;6;9;0;4;2;0;3;0;2;2;2;5;2;1;2;1;1;4;0;0;7;2;1;2;1;1;1;1;1;1;2;1;3;3;2;1;2;,738028169;0;3;1;3;1;2;2;1;1; ;1;1;1;1;1;1;1;2;0;3;3;3;0;2;2;2;3;2;1;3;2;3;2;3;2;3;1;3;2;3;7; ; ; ; ;4
